hours,score,eca,sleep,practice,grade
3,41,No,4,1,18
2,74,Yes,6,2,50
9,86,No,9,1,82
5,94,Yes,8,9,78
7,58,No,8,6,53
2,84,Yes,8,0,65
9,76,No,9,8,76
9,97,Yes,8,1,94
4,93,Yes,5,3,79
4,45,No,8,7,27
6,53,Yes,9,2,43
6,43,Yes,6,8,30
1,61,Yes,8,6,37
9,90,Yes,7,9,90
2,94,Yes,5,2,68
5,78,Yes,9,2,64
9,75,No,8,4,73
4,73,No,7,4,53
3,66,No,9,9,46
7,46,No,6,4,37
6,42,Yes,5,8,29
8,86,Yes,8,8,80
3,72,No,6,5,52
5,41,Yes,9,6,29
4,81,No,7,9,70
4,55,Yes,9,7,40
4,64,Yes,9,8,49
8,99,No,5,5,92
6,54,Yes,8,7,46
3,63,No,6,1,42
5,54,No,5,9,41
6,70,No,7,7,60
5,53,Yes,8,1,41
6,93,Yes,5,7,83
8,53,No,7,1,43
7,45,Yes,7,2,36
5,53,No,6,6,38
6,56,No,9,8,47
4,57,Yes,7,2,40
9,59,No,7,4,59
4,90,Yes,9,8,76
1,56,Yes,4,6,31
7,55,Yes,7,1,44
7,79,No,8,4,71
4,78,No,5,4,59
3,91,Yes,9,8,69
8,71,Yes,9,1,63
5,99,No,9,0,87
7,83,Yes,8,3,77
4,48,Yes,9,3,31
4,66,No,8,0,47
8,85,No,6,9,78
8,91,No,4,6,86
2,72,Yes,9,1,48
2,49,No,4,8,24
3,56,No,9,6,39
3,88,No,8,6,71
1,88,No,5,0,60
3,75,No,4,8,54
6,56,No,4,9,45
8,57,No,8,8,51
6,91,Yes,4,1,78
5,62,No,6,9,48
4,73,Yes,8,8,59
3,47,Yes,4,1,28
4,52,No,4,1,35
7,62,Yes,4,7,55
1,96,No,8,2,69
7,93,Yes,5,2,87
1,59,No,7,6,32
2,61,Yes,9,9,37
4,86,No,4,5,66
1,91,No,7,6,66
9,62,Yes,7,5,56
6,80,Yes,4,8,70
1,74,No,4,1,48
1,42,Yes,9,7,17
6,73,No,7,5,59
4,72,Yes,5,3,56
4,85,No,7,5,66
6,56,Yes,5,5,41
7,84,No,6,9,76
9,58,Yes,5,2,54
5,69,No,9,7,57
9,62,Yes,8,4,62
4,54,No,4,9,38
2,98,Yes,6,3,73
3,96,Yes,7,1,72
1,53,No,5,9,28
6,41,Yes,6,0,28
6,78,Yes,8,6,67
1,88,No,5,9,62
3,57,No,9,2,36
5,45,No,7,2,33
3,98,No,7,2,74
3,71,Yes,5,9,52
3,60,Yes,8,2,38
5,79,Yes,4,1,62
5,67,No,4,5,50
4,66,Yes,7,9,48
1,41,Yes,8,2,15
5,72,No,7,0,51
5,55,Yes,4,9,37
4,78,Yes,7,8,59
6,61,No,5,5,46
4,95,Yes,9,5,78
7,82,No,5,9,74
7,86,No,9,8,78
2,52,Yes,8,1,27
3,95,Yes,4,9,74
1,41,Yes,8,8,15
8,53,No,8,2,46
9,95,No,4,2,90
4,77,Yes,6,2,58
6,80,Yes,6,0,65
9,67,No,7,9,65
6,46,Yes,6,6,36
9,57,Yes,5,9,52
4,95,No,9,6,79
8,80,Yes,8,1,74
9,94,Yes,7,5,93
4,75,Yes,8,3,57
5,80,Yes,4,6,65
8,75,No,6,6,69
6,83,No,4,3,71
7,43,No,7,2,31
3,96,No,9,6,78
7,69,Yes,5,8,60
8,63,Yes,6,3,58
6,59,Yes,4,5,46
9,85,Yes,9,6,87
6,95,No,6,9,81
9,70,Yes,8,2,69
4,63,Yes,5,4,46
8,46,No,9,0,41
4,65,No,6,5,50
2,52,No,5,4,24
9,93,Yes,9,6,97
5,47,No,8,8,35
4,94,Yes,8,3,82
2,44,Yes,4,8,24
1,83,No,7,5,59
7,52,No,4,4,42
6,68,No,5,1,56
2,59,Yes,4,0,30
8,53,Yes,9,7,49
4,71,Yes,6,5,56
8,99,No,9,6,98
7,89,Yes,4,5,79
5,66,Yes,7,9,54
8,95,Yes,9,6,93
9,64,Yes,9,8,63
5,91,No,9,4,76
5,43,Yes,7,0,27
2,60,No,9,0,35
5,57,No,5,8,39
3,78,Yes,8,4,59
7,54,Yes,7,1,50
5,92,No,5,2,77
8,77,Yes,7,0,70
1,87,No,7,5,62
3,91,Yes,8,5,71
3,63,Yes,6,2,39
9,47,No,5,2,41
5,67,Yes,7,6,51
9,60,No,7,0,52
9,55,No,4,4,49
1,99,Yes,9,2,76
2,93,No,6,4,71
5,55,Yes,8,3,42
4,74,Yes,5,5,60
9,56,Yes,7,8,53
7,48,No,9,1,40
6,96,Yes,5,9,85
7,74,Yes,8,7,70
1,91,No,6,1,63
1,68,No,4,3,42
8,78,No,6,8,73
2,57,No,4,3,35
9,51,Yes,5,6,48
7,58,Yes,6,4,49
6,87,Yes,6,1,75
1,61,Yes,6,7,35
1,98,No,8,9,70
2,95,No,5,9,71
6,88,Yes,4,1,74
6,91,No,6,2,77
2,54,No,5,9,30
1,40,No,9,6,13
5,41,No,8,4,26
5,47,No,8,9,35
2,61,Yes,9,2,40
6,64,Yes,5,1,55
9,41,No,4,5,37
2,90,No,5,9,64
2,48,Yes,5,0,23
3,48,Yes,7,7,27
7,52,No,8,4,42
6,45,No,4,4,34
8,69,No,7,1,63
8,54,Yes,9,6,50
6,90,No,5,4,75
3,92,No,9,7,74
3,54,No,8,4,39
1,89,No,7,8,63
7,46,No,7,4,36
5,97,No,4,2,84
4,50,No,5,1,30
4,79,No,4,4,60
4,77,Yes,7,9,61
6,79,Yes,7,9,70
8,41,Yes,4,4,32
8,90,No,7,5,87
5,87,Yes,6,1,72
6,78,Yes,8,4,68
4,49,Yes,5,0,29
9,83,Yes,8,2,78
8,56,Yes,5,2,45
1,46,No,7,2,20
2,93,Yes,4,2,66
9,79,No,4,7,77
8,78,No,7,0,72
3,43,Yes,5,5,26
8,74,No,7,5,67
1,90,Yes,5,0,67
4,86,No,7,0,68
3,75,No,7,2,56
6,70,Yes,7,7,61
7,64,No,4,5,50
4,80,No,5,3,68
7,52,No,9,4,47
9,57,No,7,9,56
2,60,No,8,2,40
3,87,No,8,5,68
5,40,No,4,5,26
3,75,No,6,5,55
8,89,Yes,9,8,84
8,47,No,4,9,40
8,91,Yes,6,7,85
9,87,Yes,4,5,85
4,60,No,8,1,40
5,82,No,7,3,68
5,91,Yes,5,5,74
8,92,Yes,7,8,90
7,92,Yes,8,1,82
9,60,No,5,5,57
8,66,No,6,9,61
2,58,No,6,9,38
4,62,Yes,8,9,46
6,90,No,5,6,80
2,89,No,7,7,67
7,90,No,8,8,84
3,82,No,6,4,58
3,74,Yes,8,8,55
2,79,No,7,8,57
8,91,No,4,6,87
6,90,Yes,9,1,80
1,81,No,9,7,54
1,87,Yes,9,4,64
7,44,Yes,4,7,33
8,91,No,7,1,83
5,80,Yes,5,6,66
5,47,No,8,4,33
4,50,Yes,7,3,31
6,55,Yes,4,9,40
6,78,No,6,5,66
3,86,Yes,9,4,67
9,63,No,9,5,64
7,60,No,7,8,52
1,91,No,9,0,68
7,62,No,9,0,58
5,88,Yes,7,5,72
5,77,No,7,1,65
2,86,Yes,4,7,65
4,47,No,4,6,24
6,46,Yes,9,5,35
7,41,Yes,7,3,34
5,69,Yes,7,8,57
9,52,Yes,9,6,54
3,62,No,5,6,42
1,68,No,6,4,39
4,77,Yes,8,0,62
9,76,Yes,8,1,71
4,59,No,9,7,42
2,72,Yes,8,4,52
5,68,Yes,4,1,54
3,89,No,4,4,68
9,54,Yes,5,7,50
4,62,Yes,9,3,46
6,81,No,4,2,68
2,42,Yes,9,4,19
6,76,No,9,6,68
3,95,No,7,1,74
9,68,No,6,0,63
2,84,No,6,4,60
9,47,Yes,9,6,47
5,61,No,6,7,47
8,92,No,6,7,87
2,68,Yes,8,9,45
6,41,No,8,8,31
3,80,Yes,7,0,61
5,88,No,5,6,73
8,98,No,4,9,92
1,89,No,4,7,65
5,84,No,8,5,69
3,40,Yes,9,9,20
4,83,Yes,6,3,66
2,59,Yes,7,6,38
9,91,No,5,2,81
3,60,No,8,1,39
2,76,No,9,5,53
9,47,Yes,7,1,44
7,66,No,9,5,58
6,86,Yes,7,9,79
1,98,Yes,8,2,75
5,74,Yes,7,1,59
3,45,No,6,7,23
1,99,No,7,3,74
4,84,No,5,3,65
2,83,No,7,6,60
2,58,Yes,4,7,32
3,57,Yes,7,8,38
8,95,No,9,9,91
8,40,No,8,7,34
7,64,No,4,3,46
6,66,Yes,8,1,55
9,46,No,9,9,43
4,83,Yes,5,4,67
1,81,Yes,6,6,56
8,68,Yes,5,1,58
7,70,Yes,4,3,60
7,83,Yes,9,5,77
3,82,Yes,9,7,69
4,75,Yes,6,9,60
9,58,No,7,5,52
6,45,No,4,5,36
5,64,No,6,5,49
3,70,Yes,8,3,50
9,48,Yes,6,2,48
5,59,No,8,0,43
5,49,Yes,8,1,34
4,76,Yes,9,1,57
4,66,Yes,6,9,50
1,52,Yes,9,6,28
7,80,Yes,9,5,72
9,41,Yes,5,7,38
3,89,Yes,5,8,68
2,60,Yes,9,4,41
3,72,Yes,9,2,53
1,63,Yes,8,3,36
6,92,Yes,9,7,80
7,83,Yes,4,2,73
2,81,No,6,1,59
8,73,Yes,4,6,67
6,99,Yes,5,3,91
4,48,No,4,7,34
5,41,No,7,0,23
8,94,No,7,7,86
3,95,Yes,5,4,73
3,69,Yes,4,1,49
4,61,No,6,0,43
1,85,No,5,5,61
9,50,No,7,8,45
8,94,Yes,5,8,85
8,82,Yes,4,8,75
6,56,No,4,3,44
7,75,Yes,4,5,66
6,52,Yes,8,9,45
9,46,No,4,5,40
3,55,No,9,4,38
3,72,No,7,1,50
3,84,Yes,7,6,67
3,40,Yes,8,0,21
9,50,Yes,7,5,51
4,45,Yes,7,4,25
7,59,Yes,5,4,53
9,74,No,4,7,71
7,83,Yes,9,8,77
9,76,Yes,9,6,75
3,80,No,5,9,60
4,65,No,9,7,49
8,97,No,5,1,87
6,51,No,9,1,40
5,69,Yes,7,7,56
4,67,Yes,6,5,49
8,66,No,4,7,59
1,81,Yes,6,8,59
9,58,No,7,8,54
1,44,Yes,8,5,17
8,97,Yes,5,7,90
4,44,Yes,9,1,23
9,80,No,9,7,82
5,66,No,7,2,49
3,67,Yes,9,0,50
9,65,Yes,7,6,60
9,66,No,6,0,60
4,91,No,8,0,74
4,88,Yes,5,0,71
8,81,Yes,9,3,77
2,60,No,8,3,34
9,40,Yes,8,9,39
6,93,No,8,5,85
9,67,No,4,9,64
8,87,Yes,8,2,87
7,97,Yes,7,9,91
1,97,Yes,4,5,73
3,54,No,4,6,34
2,94,No,8,0,70
5,56,No,9,5,42
5,65,Yes,9,9,55
5,59,Yes,9,0,45
4,64,No,9,6,49
5,52,No,7,9,37
3,72,Yes,9,4,55
1,64,No,5,9,38
5,47,Yes,8,3,35
9,44,Yes,4,0,41
9,45,No,5,8,43
4,62,No,9,6,46
3,91,No,5,1,69
1,69,No,4,3,37
2,53,No,9,3,31
8,93,Yes,5,7,90
1,62,No,7,1,33
8,50,Yes,7,4,44
7,70,No,8,9,62
8,45,No,8,7,41
6,50,No,5,5,38
9,52,No,4,3,45
3,51,No,7,4,34
4,93,No,6,1,72
6,41,Yes,8,4,29
8,92,No,7,2,83
5,74,No,9,2,61
3,94,No,5,6,75
6,75,No,7,2,63
4,56,Yes,7,3,36
9,67,Yes,5,6,62
3,67,Yes,8,2,49
4,61,Yes,8,9,46
7,77,Yes,6,9,69
7,46,Yes,6,1,35
4,54,No,8,9,38
6,71,No,8,6,62
3,50,Yes,8,4,30
6,63,No,8,0,52
2,42,No,7,9,16
8,69,No,6,7,66
2,45,No,5,2,20
7,97,No,4,6,86
9,41,Yes,5,5,38
1,53,Yes,9,9,30
8,80,Yes,4,5,71
7,57,Yes,7,7,49
6,90,Yes,9,3,79
6,83,Yes,6,3,69
6,70,No,4,2,56
9,52,Yes,8,0,47
2,65,No,9,9,41
1,83,No,7,2,58
6,51,Yes,4,0,38
8,57,Yes,8,5,52
3,48,Yes,9,7,25
1,88,No,7,2,62
9,60,Yes,9,3,60
1,87,Yes,4,4,63
3,88,Yes,8,6,72
8,92,No,6,5,84
3,95,Yes,7,1,74
4,79,Yes,4,6,61
8,82,No,8,7,77
1,63,No,6,0,36
6,73,No,9,5,65
1,47,Yes,8,8,23
1,83,Yes,6,6,60
8,92,No,4,4,83
4,72,Yes,8,9,56
1,62,No,8,9,37
7,52,No,5,8,43
5,93,No,7,1,76
5,92,No,8,6,83
1,88,No,6,8,63
6,53,Yes,7,1,39
9,53,Yes,4,9,48
9,55,Yes,7,5,53
8,88,Yes,5,8,84
5,77,No,4,2,63
1,97,Yes,8,7,73
9,99,No,9,4,99
1,78,No,4,6,52
8,65,Yes,4,2,58
5,65,Yes,5,7,50
3,40,No,6,1,18
7,71,Yes,4,7,62
7,96,Yes,6,1,87
9,54,Yes,7,6,53
7,91,Yes,9,1,87
3,60,No,5,6,37
1,57,No,8,0,31
8,69,Yes,4,5,63
3,99,No,9,9,81
8,97,No,9,6,95
8,52,Yes,6,3,45
5,63,Yes,4,0,48
1,69,No,9,5,47
7,41,No,5,3,31
5,58,No,8,2,43
8,86,Yes,7,3,82
9,83,No,7,5,80
7,86,No,6,4,76
7,64,Yes,9,1,57
1,89,No,7,1,64
4,53,Yes,6,2,35
2,45,Yes,8,5,24
2,51,No,4,0,30
2,59,Yes,5,6,38
4,62,Yes,8,7,45
1,69,No,8,6,44
4,69,Yes,7,2,53
2,77,No,7,5,53
5,97,Yes,5,3,84
3,69,Yes,4,4,47
8,80,No,8,2,76
4,69,No,9,4,57
1,96,No,7,5,71
1,97,Yes,8,7,74
3,75,No,4,5,54
9,88,Yes,6,8,84
7,73,No,4,9,62
2,55,Yes,8,9,35
9,63,No,8,9,62
2,53,Yes,5,9,30
3,65,No,8,3,47
2,47,Yes,7,1,25
3,53,Yes,9,8,40
6,70,Yes,5,2,56
9,41,Yes,8,6,38
9,87,No,4,3,86
7,43,Yes,8,0,38
3,40,No,4,7,17
4,94,Yes,4,3,75
6,59,No,8,5,48
5,98,Yes,4,6,87
2,53,Yes,9,7,32
6,79,No,6,9,68
3,64,No,5,1,42
8,99,Yes,8,8,96
2,64,No,6,9,42
1,42,No,4,2,18
9,44,No,4,0,41
3,77,Yes,5,1,54
1,93,No,6,7,67
7,65,Yes,6,9,57
5,79,No,8,5,65
5,77,No,4,0,62
1,77,Yes,7,8,56
9,43,No,8,6,39
7,46,No,8,9,38
8,69,No,8,2,65
9,69,No,5,6,68
6,95,No,5,5,82
5,58,No,8,2,44
6,78,No,9,7,67
2,74,Yes,7,0,53
4,79,Yes,6,4,61
3,72,Yes,6,7,53
7,72,Yes,4,2,61
9,53,Yes,6,9,49
5,77,No,6,5,61
6,49,Yes,7,9,38
2,96,Yes,6,1,76
3,67,No,7,8,47
3,53,Yes,5,1,32
9,75,No,7,4,71
7,77,No,5,2,69
8,55,Yes,7,9,53
9,99,Yes,8,8,100
6,60,No,9,8,49
4,67,No,5,6,48
1,72,Yes,5,9,45
8,45,No,6,4,40
7,80,Yes,5,8,71
2,54,Yes,7,6,34
8,83,Yes,8,1,76
5,42,Yes,8,9,29
7,82,No,6,0,71
4,86,No,7,9,69
5,74,Yes,7,9,58
8,53,Yes,4,3,43
1,41,No,5,9,17
1,68,No,6,7,41
4,43,No,8,5,27
3,65,No,9,1,45
2,90,No,4,4,65
3,51,Yes,7,8,31
1,41,Yes,5,5,14
1,56,Yes,8,5,33
6,74,Yes,4,6,60
5,49,No,7,4,34
8,87,No,8,2,82
2,61,Yes,8,2,40
4,80,Yes,7,4,66
8,82,No,7,3,76
6,60,Yes,6,4,46
1,54,Yes,8,8,31
4,74,No,7,4,57
1,87,No,9,3,65
2,60,No,9,3,38
5,60,Yes,4,0,46
8,60,No,5,9,53
8,99,No,9,3,97
3,83,Yes,6,3,63
4,71,No,7,8,55
6,94,Yes,5,3,79
3,44,Yes,6,6,26
2,78,Yes,8,0,55
6,48,Yes,5,6,37
5,92,No,9,1,78
5,57,Yes,6,7,45
5,60,No,7,0,45
5,47,No,7,9,34
3,83,No,6,2,66
7,91,No,8,7,79
6,73,No,9,9,63
4,49,Yes,6,7,32
2,90,No,4,4,64
9,80,Yes,6,4,78
1,96,Yes,6,7,69
4,63,Yes,9,9,46
1,79,No,7,4,54
6,63,No,8,8,51
4,95,No,6,0,78
5,71,No,5,4,54
5,95,Yes,7,2,80
9,72,No,7,2,67
1,77,No,6,1,48
2,83,Yes,9,2,61
6,96,Yes,5,6,83
5,95,Yes,6,7,82
7,90,Yes,5,7,78
3,98,Yes,7,7,78
3,88,Yes,5,0,70
2,73,Yes,6,6,48
3,50,No,4,1,26
1,70,No,4,9,46
5,57,Yes,5,3,42
5,62,Yes,9,4,46
7,99,No,6,0,91
4,61,Yes,8,3,47
3,82,Yes,4,3,61
1,57,Yes,7,8,31
8,79,Yes,6,8,71
3,86,Yes,6,9,66
2,80,No,4,0,52
4,86,Yes,8,7,71
3,78,Yes,7,3,60
1,59,Yes,8,3,32
3,52,No,7,4,33
2,84,No,4,1,56
8,40,Yes,6,0,32
6,91,Yes,7,4,76
9,43,Yes,6,6,40
8,63,Yes,5,9,60
3,75,No,5,8,54
5,75,No,4,1,59
7,84,Yes,4,7,74
5,41,Yes,9,6,29
8,67,No,4,1,61
5,65,No,5,4,50
1,62,Yes,7,6,36
5,54,Yes,8,2,41
4,75,Yes,4,1,60
6,66,No,8,5,56
3,45,No,8,9,23
5,74,No,5,5,63
2,78,No,9,3,54
6,77,Yes,7,0,64
6,74,No,5,4,64
5,75,No,4,0,58
6,49,No,5,7,38
7,69,Yes,5,1,60
5,92,No,5,8,79
1,80,No,4,8,57
8,77,No,4,2,69
4,68,Yes,5,5,51
9,91,No,5,8,86
6,98,Yes,8,6,90
1,82,Yes,7,3,57
3,78,No,8,2,61
3,89,Yes,9,1,71
4,43,No,7,9,30
6,44,Yes,9,9,34
7,43,Yes,7,0,34
4,75,No,5,9,58
6,98,No,8,0,85
1,84,Yes,7,3,55
8,55,Yes,9,3,51
7,64,Yes,7,8,53
9,53,Yes,4,9,51
3,50,No,7,0,31
2,68,Yes,5,3,44
1,73,Yes,6,2,48
3,61,No,4,8,41
5,53,Yes,6,4,40
2,95,No,5,8,72
3,63,No,6,9,41
4,98,No,7,5,78
7,78,Yes,6,8,70
3,65,No,8,0,41
9,82,No,5,3,78
8,75,No,8,3,70
4,78,Yes,6,9,61
1,55,Yes,8,9,33
1,97,Yes,4,5,71
1,77,Yes,6,9,51
1,98,No,9,0,72
8,71,No,8,9,69
3,45,No,7,4,21
6,73,Yes,6,2,61
3,95,No,9,0,76
5,47,Yes,4,5,30
7,69,Yes,7,2,59
2,66,Yes,6,3,45
6,46,No,7,8,39
6,66,No,6,1,53
3,64,Yes,6,0,43
6,95,No,5,9,85
5,85,Yes,8,5,70
2,80,No,6,0,56
9,54,Yes,4,0,52
8,64,Yes,9,6,65
3,61,Yes,8,1,39
8,57,No,5,3,48
9,51,No,8,3,47
3,62,No,8,1,41
3,90,No,6,5,72
2,84,No,4,9,61
8,78,Yes,6,1,74
1,64,No,4,7,38
8,49,Yes,4,3,42
7,69,No,7,0,60
7,49,No,6,6,35
3,73,No,5,5,52
1,85,Yes,9,5,61
4,52,No,8,2,32
9,93,Yes,7,9,95
5,68,No,5,6,53
1,77,Yes,9,5,54
5,80,Yes,9,9,70
8,84,Yes,6,9,78
8,48,Yes,4,8,42
5,52,No,6,2,33
9,76,No,9,2,75
1,53,Yes,6,3,26
4,76,No,7,2,58
3,48,Yes,5,3,29
2,47,No,9,5,29
8,78,No,7,0,70
7,79,No,5,1,67
9,93,Yes,7,9,93
2,42,No,8,5,21
4,94,Yes,4,5,74
6,95,No,4,0,82
3,86,Yes,4,5,65
8,79,No,8,8,75
3,72,Yes,9,7,55
2,71,Yes,9,9,54
3,46,Yes,8,4,26
6,58,No,4,3,48
2,73,Yes,4,5,49
8,53,No,5,4,49
1,89,Yes,5,5,64
7,86,Yes,6,9,81
2,85,Yes,7,2,64
6,95,No,5,6,82
2,96,No,5,7,74
2,58,No,5,4,32
8,90,No,5,4,83
2,93,No,8,3,68
7,98,No,6,9,90
3,65,No,5,4,44
8,56,Yes,9,9,51
7,93,Yes,7,7,86
8,67,No,5,4,62
7,58,No,8,8,48
6,66,No,9,0,56
7,87,No,4,6,79
5,91,No,4,4,74
7,96,Yes,6,3,82
1,58,No,4,2,32
1,72,No,5,9,46
9,90,No,8,6,88
5,46,Yes,6,1,35
5,68,Yes,9,4,56
3,94,Yes,5,1,74
5,82,Yes,4,6,67
3,44,No,7,5,23
9,69,Yes,5,9,67
9,88,Yes,7,6,86
6,82,Yes,9,8,70
1,95,Yes,7,1,68
7,97,Yes,9,8,91
7,47,No,6,6,42
4,81,Yes,8,1,62
8,51,Yes,4,9,44
6,81,Yes,4,1,67
4,52,No,5,3,35
4,65,No,4,1,46
2,57,No,6,0,31
2,81,No,4,5,59
4,90,No,5,9,71
5,91,No,4,4,74
8,88,No,8,2,80
6,59,No,9,0,49
4,55,Yes,7,8,39
7,76,Yes,7,7,67
8,42,No,9,5,38
2,66,Yes,7,5,47
7,54,No,8,3,41
2,97,Yes,6,1,75
2,73,Yes,5,3,53
8,84,No,8,1,81
2,61,Yes,5,6,37
9,79,No,6,8,77
1,62,No,8,1,36
9,98,Yes,4,8,95
1,88,No,6,8,65
2,43,Yes,7,7,18
6,90,Yes,8,0,80
6,93,No,6,4,81
1,96,No,6,9,73
7,80,No,8,3,74
8,62,No,7,6,57
2,86,No,9,7,64
8,99,Yes,7,9,97
9,48,No,6,7,42
6,63,Yes,5,1,48
5,60,No,9,2,46
9,80,Yes,9,9,79
9,85,Yes,6,9,83
1,94,Yes,8,6,70
3,92,Yes,8,3,73
9,55,Yes,8,5,56
2,95,No,7,7,71
4,94,Yes,4,7,76
4,64,No,8,6,49
2,65,Yes,8,1,43
3,88,No,9,1,67
3,84,Yes,5,2,63
1,48,Yes,5,3,18
6,54,No,6,0,43
8,78,No,6,4,72
3,72,Yes,6,6,57
5,40,Yes,8,9,25
1,44,No,5,4,15
7,95,Yes,6,6,88
1,48,Yes,5,4,24
9,83,No,8,9,81
8,45,Yes,9,7,40
7,67,Yes,8,6,60
7,84,No,6,0,73
5,65,Yes,8,0,52
5,67,No,8,4,53
5,79,No,5,1,65
1,54,Yes,4,8,30
8,45,Yes,7,1,39
1,66,No,6,8,43
4,77,No,4,9,59
9,43,Yes,9,1,38
9,50,No,6,3,44
5,60,Yes,4,2,44
4,69,No,8,5,53
3,57,No,6,3,37
3,74,No,4,8,52
5,42,Yes,7,8,30
1,51,No,8,9,22
5,66,No,6,8,51
6,92,No,9,2,82
7,69,No,9,2,63
9,60,Yes,6,3,58
3,77,No,4,8,58
2,60,Yes,6,5,38
3,99,No,8,8,80
9,77,No,5,7,70
7,79,Yes,9,6,72
9,54,Yes,4,4,48
2,57,No,7,8,36
5,91,No,6,3,73
4,68,No,8,3,51
2,87,Yes,6,7,63
9,77,No,7,3,74
9,99,Yes,8,6,98
6,60,No,7,3,45
6,56,Yes,8,0,45
8,80,Yes,5,9,74
6,90,Yes,9,8,81
1,57,No,8,3,30
4,96,No,7,2,77
7,94,Yes,4,2,86
2,76,Yes,9,8,58
9,99,Yes,5,7,99
8,77,No,6,9,69
8,51,No,5,6,47
7,50,No,5,6,42
4,87,Yes,6,3,73
2,91,No,8,2,71
3,88,No,5,3,68
6,59,No,9,5,47
5,48,Yes,5,3,31
8,40,No,4,3,31
6,97,No,9,1,86
6,42,No,4,6,27
1,60,No,9,5,32
4,62,No,7,1,41
5,48,Yes,6,4,33
3,93,Yes,9,5,75
9,58,Yes,9,4,57
1,84,Yes,8,3,59
6,94,No,8,8,87
6,85,No,7,2,72
5,91,Yes,8,1,78
5,58,Yes,8,8,46
5,62,Yes,4,7,47
6,66,No,8,8,58
8,66,No,8,9,63
2,78,No,7,2,56
6,75,Yes,7,0,62
1,51,Yes,5,0,23
4,94,Yes,8,2,73
3,66,No,8,3,46
9,85,No,9,1,80
3,73,Yes,8,7,59
6,72,Yes,4,2,60
1,67,No,9,3,41
6,70,No,8,5,61
4,71,Yes,4,9,51
8,89,Yes,5,5,82
9,59,No,9,1,55
4,79,Yes,6,5,64
6,74,Yes,8,3,61
1,70,No,9,4,44
4,97,Yes,7,6,81
7,70,No,9,6,64
1,77,Yes,7,5,53
8,61,No,8,9,55
6,84,Yes,4,5,72
5,80,Yes,7,5,65
9,48,Yes,9,3,44
2,91,No,9,2,70
5,48,Yes,7,0,34
6,54,Yes,5,2,41
7,52,No,5,2,43
5,61,Yes,5,8,48
9,55,No,7,2,46
1,71,No,7,7,47
7,41,No,9,7,37
7,65,Yes,8,2,56
4,53,No,8,9,40
9,98,Yes,4,9,96
5,77,No,7,5,63
4,73,Yes,8,7,58
7,47,No,8,7,36
4,75,No,5,9,61
3,60,Yes,5,9,39
9,95,No,5,8,90
8,85,Yes,6,8,79
1,82,No,8,7,58
7,95,Yes,5,6,89
9,67,No,5,9,64
8,85,No,7,2,78
8,83,Yes,9,6,79
6,87,No,5,3,72
4,45,Yes,7,1,26
8,59,Yes,4,7,52
3,70,No,5,1,49
9,72,No,9,0,66
2,83,No,7,4,59
2,46,Yes,9,9,28
7,47,Yes,5,8,39
4,48,No,4,4,31
8,41,Yes,5,1,33
9,56,No,7,9,57
7,91,No,4,3,83
5,84,No,4,7,69
8,76,Yes,4,6,71
4,81,Yes,6,4,62
2,83,No,7,3,58
6,56,Yes,6,4,46
9,92,No,9,6,93
1,77,No,4,4,48
7,74,Yes,6,7,68
9,99,No,5,6,97
9,86,No,6,6,82
3,78,No,8,8,57
5,69,No,9,7,55
8,45,No,4,7,37
8,43,Yes,4,5,35
4,90,Yes,9,6,72
1,76,No,9,7,51
1,74,Yes,7,4,50
4,97,No,5,9,82
6,96,No,9,1,84
8,48,No,9,6,46
6,45,No,7,9,34
9,52,Yes,9,2,55
9,98,Yes,6,9,95
2,61,No,8,7,40
1,67,Yes,8,5,42
2,69,No,8,3,45
5,91,Yes,9,1,80
4,75,No,8,6,60
4,41,No,5,0,21
9,97,No,6,6,95
8,75,Yes,8,9,72
6,47,Yes,4,9,35
1,84,No,9,6,58
2,81,Yes,6,9,59
6,89,Yes,5,2,77
2,48,Yes,8,3,23
5,40,Yes,5,3,26
5,52,Yes,9,3,39
6,89,Yes,8,8,79
6,54,Yes,4,5,39
6,71,Yes,6,9,61
2,73,Yes,4,8,47
3,82,Yes,8,3,63
6,70,Yes,7,6,61
8,53,Yes,6,9,51
1,93,Yes,5,8,68
1,86,No,8,9,66
2,53,No,4,2,29
6,87,Yes,9,2,78
9,94,Yes,7,5,94
4,68,Yes,9,7,56
3,86,No,8,0,68
8,58,No,5,3,50
9,66,Yes,4,7,62
5,48,Yes,6,5,31
9,76,Yes,7,1,73
2,76,Yes,8,7,57
3,82,Yes,8,0,60
7,67,No,8,0,56
7,91,Yes,8,6,88
6,96,No,4,9,84
6,63,Yes,6,2,48
2,67,Yes,5,7,41
6,75,No,7,8,65
4,91,No,8,7,74
3,57,Yes,9,0,38
2,64,No,8,0,40
1,74,Yes,6,5,49
5,43,No,6,0,30
2,53,No,4,7,29
2,78,Yes,4,5,57
7,65,Yes,9,4,58
8,47,No,9,5,40
8,63,Yes,4,3,60
4,55,No,7,0,41
1,59,No,9,6,34
7,54,Yes,4,9,46
1,46,No,8,8,24
4,97,Yes,4,3,79
8,56,Yes,7,3,52
2,61,No,4,8,36
6,61,Yes,4,3,52
6,93,No,8,9,84
9,51,No,9,3,50
5,57,Yes,8,7,47
4,95,Yes,8,3,81
5,85,No,4,8,70
5,86,Yes,8,7,77
8,54,No,6,4,49
8,76,No,5,8,70
2,55,No,5,7,28
7,44,No,8,9,36
